run,type,module,name,attrname,attrvalue,value,count,sumweights,mean,stddev,min,max
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[25],packetDelayStat:stats,,,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[25],packetDelayStat:stats,source,packetDelay,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[25],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-7-20201009-16:36:57-3708,statistic,FairNetwork.user[26],userThroughputTotalStat:stats,,,,1,,3729.2210526316,Inf,3729.2210526316,3729.2210526316
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[26],userThroughputTotalStat:stats,,,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[26],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[26],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-7-20201009-16:36:57-3708,statistic,FairNetwork.user[26],userThroughputStat:stats,,,,63333,,3729.2406802141,12700.099508036,0,612000
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[26],userThroughputStat:stats,,,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[26],userThroughputStat:stats,source,userThroughput,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[26],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-7-20201009-16:36:57-3708,statistic,FairNetwork.user[26],packetDelayStat:stats,,,,9376,,0.0034211492233313,0.014868283042434,2.94023e-007,0.222198476021
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[26],packetDelayStat:stats,,,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[26],packetDelayStat:stats,source,packetDelay,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[26],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-7-20201009-16:36:57-3708,statistic,FairNetwork.user[27],userThroughputTotalStat:stats,,,,1,,3788.9263157895,0,3788.9263157895,3788.9263157895
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[27],userThroughputTotalStat:stats,,,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[27],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[27],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-7-20201009-16:36:57-3708,statistic,FairNetwork.user[27],userThroughputStat:stats,,,,63333,,3788.9462576118,11249.071129997,0,132666.66666667
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[27],userThroughputStat:stats,,,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[27],userThroughputStat:stats,source,userThroughput,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[27],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-7-20201009-16:36:57-3708,statistic,FairNetwork.user[27],packetDelayStat:stats,,,,9565,,0.00075274513578097,0.00043119108009033,2.08551e-007,0.001499793576
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[27],packetDelayStat:stats,,,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[27],packetDelayStat:stats,source,packetDelay,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[27],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-7-20201009-16:36:57-3708,statistic,FairNetwork.user[28],userThroughputTotalStat:stats,,,,1,,3763.9684210526,0,3763.9684210526,3763.9684210526
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[28],userThroughputTotalStat:stats,,,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[28],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[28],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-7-20201009-16:36:57-3708,statistic,FairNetwork.user[28],userThroughputStat:stats,,,,63333,,3763.9882315171,11216.601419997,0,150666.66666667
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[28],userThroughputStat:stats,,,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[28],userThroughputStat:stats,source,userThroughput,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[28],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-7-20201009-16:36:57-3708,statistic,FairNetwork.user[28],packetDelayStat:stats,,,,9461,,0.00075561875276112,0.0004360044833548,5.6933e-008,0.002912136044
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[28],packetDelayStat:stats,,,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[28],packetDelayStat:stats,source,packetDelay,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[28],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-7-20201009-16:36:57-3708,statistic,FairNetwork.user[29],userThroughputTotalStat:stats,,,,1,,3813.3368421053,0,3813.3368421053,3813.3368421053
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[29],userThroughputTotalStat:stats,,,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[29],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[29],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-7-20201009-16:36:57-3708,statistic,FairNetwork.user[29],userThroughputStat:stats,,,,63333,,3813.3569124047,20058.170131804,0,858000
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[29],userThroughputStat:stats,,,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[29],userThroughputStat:stats,source,userThroughput,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[29],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-7-20201009-16:36:57-3708,statistic,FairNetwork.user[29],packetDelayStat:stats,,,,9525,,0.052040784948845,0.11479112952639,4.74884e-007,0.614111016756
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[29],packetDelayStat:stats,,,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[29],packetDelayStat:stats,source,packetDelay,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[29],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-7-20201009-16:36:57-3708,statistic,FairNetwork.user[30],userThroughputTotalStat:stats,,,,1,,3759.0526315789,Inf,3759.0526315789,3759.0526315789
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[30],userThroughputTotalStat:stats,,,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[30],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[30],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-7-20201009-16:36:57-3708,statistic,FairNetwork.user[30],userThroughputStat:stats,,,,63333,,3759.0724161706,13522.925844203,0,553333.33333333
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[30],userThroughputStat:stats,,,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[30],userThroughputStat:stats,source,userThroughput,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[30],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-7-20201009-16:36:57-3708,statistic,FairNetwork.user[30],packetDelayStat:stats,,,,9438,,0.013130410366008,0.056188452913583,2.40378e-007,0.452781290929
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[30],packetDelayStat:stats,,,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[30],packetDelayStat:stats,source,packetDelay,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[30],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-7-20201009-16:36:57-3708,statistic,FairNetwork.user[31],userThroughputTotalStat:stats,,,,1,,3818.6631578947,Inf,3818.6631578947,3818.6631578947
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[31],userThroughputTotalStat:stats,,,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[31],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[31],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-7-20201009-16:36:57-3708,statistic,FairNetwork.user[31],userThroughputStat:stats,,,,63333,,3818.6832562277,35025.121461255,0,987333.33333333
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[31],userThroughputStat:stats,,,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[31],userThroughputStat:stats,source,userThroughput,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[31],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-7-20201009-16:36:57-3708,statistic,FairNetwork.user[31],packetDelayStat:stats,,,,9461,,0.35297846278459,0.3216123768771,2.413508e-006,1.439297067694
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[31],packetDelayStat:stats,,,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[31],packetDelayStat:stats,source,packetDelay,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[31],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-7-20201009-16:36:57-3708,statistic,FairNetwork.user[32],userThroughputTotalStat:stats,,,,1,,3756.0315789474,0,3756.0315789474,3756.0315789474
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[32],userThroughputTotalStat:stats,,,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[32],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[32],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-7-20201009-16:36:57-3708,statistic,FairNetwork.user[32],userThroughputStat:stats,,,,63333,,3756.0513476387,15613.49530502,0,491333.33333333
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[32],userThroughputStat:stats,,,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[32],userThroughputStat:stats,source,userThroughput,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[32],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-7-20201009-16:36:57-3708,statistic,FairNetwork.user[32],packetDelayStat:stats,,,,9405,,0.012376702412619,0.034347361049394,2.21374e-007,0.269540869095
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[32],packetDelayStat:stats,,,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[32],packetDelayStat:stats,source,packetDelay,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[32],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-7-20201009-16:36:57-3708,statistic,FairNetwork.user[33],userThroughputTotalStat:stats,,,,1,,3767.2210526316,Inf,3767.2210526316,3767.2210526316
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[33],userThroughputTotalStat:stats,,,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[33],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[33],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-7-20201009-16:36:57-3708,statistic,FairNetwork.user[33],userThroughputStat:stats,,,,63333,,3767.2408802152,11199.346510259,0,113333.33333333
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[33],userThroughputStat:stats,,,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[33],userThroughputStat:stats,source,userThroughput,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[33],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-7-20201009-16:36:57-3708,statistic,FairNetwork.user[33],packetDelayStat:stats,,,,9465,,0.00075216165906624,0.00043520693125761,5.94e-008,0.002803582408
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[33],packetDelayStat:stats,,,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[33],packetDelayStat:stats,source,packetDelay,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[33],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-7-20201009-16:36:57-3708,statistic,FairNetwork.user[34],userThroughputTotalStat:stats,,,,1,,3798.9578947368,0,3798.9578947368,3798.9578947368
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[34],userThroughputTotalStat:stats,,,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[34],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[34],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-7-20201009-16:36:57-3708,statistic,FairNetwork.user[34],userThroughputStat:stats,,,,63333,,3798.9778893574,11239.173216196,0,140000
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[34],userThroughputStat:stats,,,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[34],userThroughputStat:stats,source,userThroughput,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[34],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-7-20201009-16:36:57-3708,statistic,FairNetwork.user[34],packetDelayStat:stats,,,,9562,,0.00074671922179126,0.00043601971376124,3.95784e-007,0.002941060494
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[34],packetDelayStat:stats,,,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[34],packetDelayStat:stats,source,packetDelay,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[34],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-7-20201009-16:36:57-3708,statistic,FairNetwork.user[35],userThroughputTotalStat:stats,,,,1,,3781.0421052632,0,3781.0421052632,3781.0421052632
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[35],userThroughputTotalStat:stats,,,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[35],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[35],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-7-20201009-16:36:57-3708,statistic,FairNetwork.user[35],userThroughputStat:stats,,,,63333,,3781.0620055895,11328.330409553,0,141333.33333333
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[35],userThroughputStat:stats,,,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[35],userThroughputStat:stats,source,userThroughput,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[35],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-7-20201009-16:36:57-3708,statistic,FairNetwork.user[35],packetDelayStat:stats,,,,9449,,0.00084364979103895,0.00071161542488645,6.16521e-007,0.018227728797
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[35],packetDelayStat:stats,,,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[35],packetDelayStat:stats,source,packetDelay,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[35],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-7-20201009-16:36:57-3708,statistic,FairNetwork.user[36],userThroughputTotalStat:stats,,,,1,,3743.0631578947,Inf,3743.0631578947,3743.0631578947
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[36],userThroughputTotalStat:stats,,,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[36],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[36],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-7-20201009-16:36:57-3708,statistic,FairNetwork.user[36],userThroughputStat:stats,,,,63333,,3743.0828583309,22182.482629253,0,827333.33333333
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[36],userThroughputStat:stats,,,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[36],userThroughputStat:stats,source,userThroughput,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[36],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-7-20201009-16:36:57-3708,statistic,FairNetwork.user[36],packetDelayStat:stats,,,,9427,,0.08040356571393,0.17384602581738,2.62427e-007,0.916466516593
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[36],packetDelayStat:stats,,,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[36],packetDelayStat:stats,source,packetDelay,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[36],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-7-20201009-16:36:57-3708,statistic,FairNetwork.user[37],userThroughputTotalStat:stats,,,,1,,3729.4315789474,0,3729.4315789474,3729.4315789474
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[37],userThroughputTotalStat:stats,,,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[37],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[37],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-7-20201009-16:36:57-3708,statistic,FairNetwork.user[37],userThroughputStat:stats,,,,63333,,3729.4512076379,11310.748600571,0,186000
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[37],userThroughputStat:stats,,,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[37],userThroughputStat:stats,source,userThroughput,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[37],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-7-20201009-16:36:57-3708,statistic,FairNetwork.user[37],packetDelayStat:stats,,,,9402,,0.001062047829398,0.0032685504535164,1.07153e-007,0.102429842804
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[37],packetDelayStat:stats,,,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[37],packetDelayStat:stats,source,packetDelay,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[37],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-7-20201009-16:36:57-3708,statistic,FairNetwork.user[38],userThroughputTotalStat:stats,,,,1,,3814.5578947368,Inf,3814.5578947368,3814.5578947368
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[38],userThroughputTotalStat:stats,,,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[38],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[38],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-7-20201009-16:36:57-3708,statistic,FairNetwork.user[38],userThroughputStat:stats,,,,63333,,3814.5779714631,13804.20311139,0,557333.33333333
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[38],userThroughputStat:stats,,,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[38],userThroughputStat:stats,source,userThroughput,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[38],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-7-20201009-16:36:57-3708,statistic,FairNetwork.user[38],packetDelayStat:stats,,,,9523,,0.0078214400674395,0.030967314865555,1.87586e-007,0.317062050009
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[38],packetDelayStat:stats,,,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[38],packetDelayStat:stats,source,packetDelay,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[38],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-7-20201009-16:36:57-3708,statistic,FairNetwork.user[39],userThroughputTotalStat:stats,,,,1,,3764.4526315789,Inf,3764.4526315789,3764.4526315789
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[39],userThroughputTotalStat:stats,,,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[39],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[39],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-7-20201009-16:36:57-3708,statistic,FairNetwork.user[39],userThroughputStat:stats,,,,63333,,3764.4724445918,12194.590181215,0,554000
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[39],userThroughputStat:stats,,,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[39],userThroughputStat:stats,source,userThroughput,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[39],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-7-20201009-16:36:57-3708,statistic,FairNetwork.user[39],packetDelayStat:stats,,,,9394,,0.0022265293085439,0.011452831014055,6.31e-009,0.206990992405
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[39],packetDelayStat:stats,,,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[39],packetDelayStat:stats,source,packetDelay,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[39],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-7-20201009-16:36:57-3708,statistic,FairNetwork.user[40],userThroughputTotalStat:stats,,,,1,,3755.7473684211,0,3755.7473684211,3755.7473684211
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[40],userThroughputTotalStat:stats,,,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[40],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[40],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-7-20201009-16:36:57-3708,statistic,FairNetwork.user[40],userThroughputStat:stats,,,,63333,,3755.7671356165,14278.181014175,0,616666.66666667
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[40],userThroughputStat:stats,,,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[40],userThroughputStat:stats,source,userThroughput,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[40],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-7-20201009-16:36:57-3708,statistic,FairNetwork.user[40],packetDelayStat:stats,,,,9369,,0.013670038910113,0.057340136882771,5.50182e-007,0.482125194852
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[40],packetDelayStat:stats,,,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[40],packetDelayStat:stats,source,packetDelay,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[40],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-7-20201009-16:36:57-3708,statistic,FairNetwork.user[41],userThroughputTotalStat:stats,,,,1,,3780.2421052632,0,3780.2421052632,3780.2421052632
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[41],userThroughputTotalStat:stats,,,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[41],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[41],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-7-20201009-16:36:57-3708,statistic,FairNetwork.user[41],userThroughputStat:stats,,,,63333,,3780.2620013789,23118.90847689,0,780666.66666667
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[41],userThroughputStat:stats,,,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[41],userThroughputStat:stats,source,userThroughput,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[41],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-7-20201009-16:36:57-3708,statistic,FairNetwork.user[41],packetDelayStat:stats,,,,9438,,0.052558817186722,0.086723435515211,3.55984e-007,0.428189771063
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[41],packetDelayStat:stats,,,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[41],packetDelayStat:stats,source,packetDelay,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[41],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-7-20201009-16:36:57-3708,statistic,FairNetwork.user[42],userThroughputTotalStat:stats,,,,1,,3831.1789473684,Inf,3831.1789473684,3831.1789473684
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[42],userThroughputTotalStat:stats,,,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[42],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[42],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-7-20201009-16:36:57-3708,statistic,FairNetwork.user[42],userThroughputStat:stats,,,,63333,,3831.1991115742,15517.754871426,0,613333.33333333
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[42],userThroughputStat:stats,,,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[42],userThroughputStat:stats,source,userThroughput,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[42],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-7-20201009-16:36:57-3708,statistic,FairNetwork.user[42],packetDelayStat:stats,,,,9571,,0.011172637920996,0.035620893720299,1.23152e-007,0.279287901029
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[42],packetDelayStat:stats,,,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[42],packetDelayStat:stats,source,packetDelay,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[42],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-7-20201009-16:36:57-3708,statistic,FairNetwork.user[43],userThroughputTotalStat:stats,,,,1,,3783.6842105263,0,3783.6842105263,3783.6842105263
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[43],userThroughputTotalStat:stats,,,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[43],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[43],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-7-20201009-16:36:57-3708,statistic,FairNetwork.user[43],userThroughputStat:stats,,,,63333,,3783.7041247585,11268.337960185,0,112666.66666667
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[43],userThroughputStat:stats,,,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[43],userThroughputStat:stats,source,userThroughput,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[43],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-7-20201009-16:36:57-3708,statistic,FairNetwork.user[43],packetDelayStat:stats,,,,9404,,0.0007472335428657,0.00043382390606408,2.3964e-008,0.001499842793
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[43],packetDelayStat:stats,,,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[43],packetDelayStat:stats,source,packetDelay,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[43],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-7-20201009-16:36:57-3708,statistic,FairNetwork.user[44],userThroughputTotalStat:stats,,,,1,,3719.9052631579,Inf,3719.9052631579,3719.9052631579
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[44],userThroughputTotalStat:stats,,,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[44],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-7-20201009-16:36:57-3708,attr,FairNetwork.user[44],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
