run,type,module,name,attrname,attrvalue,value,count,sumweights,mean,stddev,min,max
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[19],userThroughputStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[19],userThroughputStat:stats,source,userThroughput,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[19],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[19],packetDelayStat:stats,,,,9611,,0.00025081220695765,0.00014432634025064,8.627e-009,0.000499962701
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[19],packetDelayStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[19],packetDelayStat:stats,source,packetDelay,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[19],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[20],userThroughputTotalStat:stats,,,,1,,3756.0842105263,Inf,3756.0842105263,3756.0842105263
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[20],userThroughputTotalStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[20],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[20],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[20],userThroughputStat:stats,,,,190001,,3756.0644417661,19384.202748189,0,288000
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[20],userThroughputStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[20],userThroughputStat:stats,source,userThroughput,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[20],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[20],packetDelayStat:stats,,,,9407,,0.0002478796267454,0.00014261502052868,7.6163e-008,0.00049998349
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[20],packetDelayStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[20],packetDelayStat:stats,source,packetDelay,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[20],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[21],userThroughputTotalStat:stats,,,,1,,3786.1894736842,0,3786.1894736842,3786.1894736842
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[21],userThroughputTotalStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[21],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[21],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[21],userThroughputStat:stats,,,,190001,,3786.1695464761,19609.252447752,0,330000
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[21],userThroughputStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[21],userThroughputStat:stats,source,userThroughput,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[21],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[21],packetDelayStat:stats,,,,9458,,0.00024944624552019,0.00014407383114769,5.202e-009,0.000499980514
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[21],packetDelayStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[21],packetDelayStat:stats,source,packetDelay,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[21],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[22],userThroughputTotalStat:stats,,,,1,,3780.6947368421,Inf,3780.6947368421,3780.6947368421
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[22],userThroughputTotalStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[22],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[22],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[22],userThroughputStat:stats,,,,190001,,3780.6748385535,19490.565096973,0,352000
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[22],userThroughputStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[22],userThroughputStat:stats,source,userThroughput,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[22],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[22],packetDelayStat:stats,,,,9487,,0.00024803436522568,0.00014501518586835,4.8697e-008,0.000499901949
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[22],packetDelayStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[22],packetDelayStat:stats,source,packetDelay,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[22],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[23],userThroughputTotalStat:stats,,,,1,,3821.9263157895,0,3821.9263157895,3821.9263157895
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[23],userThroughputTotalStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[23],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[23],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[23],userThroughputStat:stats,,,,190001,,3821.9062004937,19650.76584312,0,314000
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[23],userThroughputStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[23],userThroughputStat:stats,source,userThroughput,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[23],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[23],packetDelayStat:stats,,,,9578,,0.00025209548436375,0.00014422515528482,9.4335e-008,0.000499918201
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[23],packetDelayStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[23],packetDelayStat:stats,source,packetDelay,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[23],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[24],userThroughputTotalStat:stats,,,,1,,3857.0421052632,0,3857.0421052632,3857.0421052632
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[24],userThroughputTotalStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[24],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[24],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[24],userThroughputStat:stats,,,,190001,,3857.0218051484,19709.919470897,0,290000
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[24],userThroughputStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[24],userThroughputStat:stats,source,userThroughput,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[24],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[24],packetDelayStat:stats,,,,9604,,0.00024974628966514,0.00014357114377682,1.21234e-007,0.00049997148
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[24],packetDelayStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[24],packetDelayStat:stats,source,packetDelay,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[24],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[25],userThroughputTotalStat:stats,,,,1,,3782.4210526316,Inf,3782.4210526316,3782.4210526316
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[25],userThroughputTotalStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[25],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[25],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[25],userThroughputStat:stats,,,,190001,,3782.4011452571,19519.902339185,0,278000
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[25],userThroughputStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[25],userThroughputStat:stats,source,userThroughput,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[25],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[25],packetDelayStat:stats,,,,9376,,0.00025080812492822,0.00014343695676179,7.706e-009,0.000499985081
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[25],packetDelayStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[25],packetDelayStat:stats,source,packetDelay,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[25],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[26],userThroughputTotalStat:stats,,,,1,,3728.8315789474,0,3728.8315789474,3728.8315789474
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[26],userThroughputTotalStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[26],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[26],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[26],userThroughputStat:stats,,,,190001,,3728.8119536213,19384.855559882,0,288000
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[26],userThroughputStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[26],userThroughputStat:stats,source,userThroughput,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[26],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[26],packetDelayStat:stats,,,,9375,,0.00024948821536,0.00014431334940838,9.492e-009,0.000499963174
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[26],packetDelayStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[26],packetDelayStat:stats,source,packetDelay,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[26],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[27],userThroughputTotalStat:stats,,,,1,,3788.9263157895,0,3788.9263157895,3788.9263157895
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[27],userThroughputTotalStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[27],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[27],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[27],userThroughputStat:stats,,,,190001,,3788.906374177,19443.090161702,0,300000
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[27],userThroughputStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[27],userThroughputStat:stats,source,userThroughput,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[27],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[27],packetDelayStat:stats,,,,9565,,0.00024939960520073,0.00014415460513045,1.20858e-007,0.000499957013
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[27],packetDelayStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[27],packetDelayStat:stats,source,packetDelay,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[27],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[28],userThroughputTotalStat:stats,,,,1,,3763.9684210526,0,3763.9684210526,3763.9684210526
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[28],userThroughputTotalStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[28],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[28],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[28],userThroughputStat:stats,,,,190001,,3763.9486107968,19414.201136389,0,274000
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[28],userThroughputStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[28],userThroughputStat:stats,source,userThroughput,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[28],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[28],packetDelayStat:stats,,,,9461,,0.000251126627193,0.00014452447423666,5.6933e-008,0.000499948382
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[28],packetDelayStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[28],packetDelayStat:stats,source,packetDelay,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[28],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[29],userThroughputTotalStat:stats,,,,1,,3813.3368421053,0,3813.3368421053,3813.3368421053
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[29],userThroughputTotalStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[29],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[29],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[29],userThroughputStat:stats,,,,190001,,3813.316772017,19619.015258552,0,362000
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[29],userThroughputStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[29],userThroughputStat:stats,source,userThroughput,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[29],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[29],packetDelayStat:stats,,,,9525,,0.00025117864963255,0.0001442569195285,6.5282e-008,0.000499935758
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[29],packetDelayStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[29],packetDelayStat:stats,source,packetDelay,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[29],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[30],userThroughputTotalStat:stats,,,,1,,3758.9684210526,Inf,3758.9684210526,3758.9684210526
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[30],userThroughputTotalStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[30],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[30],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[30],userThroughputStat:stats,,,,190001,,3758.9486371124,19423.593879552,0,370000
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[30],userThroughputStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[30],userThroughputStat:stats,source,userThroughput,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[30],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[30],packetDelayStat:stats,,,,9437,,0.0002491750312398,0.00014465440018346,8.5105e-008,0.000499825657
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[30],packetDelayStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[30],packetDelayStat:stats,source,packetDelay,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[30],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[31],userThroughputTotalStat:stats,,,,1,,3807.6105263158,Inf,3807.6105263158,3807.6105263158
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[31],userThroughputTotalStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[31],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[31],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[31],userThroughputStat:stats,,,,190001,,3807.5904863659,19572.116833178,0,382000
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[31],userThroughputStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[31],userThroughputStat:stats,source,userThroughput,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[31],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[31],packetDelayStat:stats,,,,9428,,0.00025043948203691,0.00014446441555117,1.13369e-007,0.000499964334
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[31],packetDelayStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[31],packetDelayStat:stats,source,packetDelay,,,,,,,
